,tid,title,action,scifi,drama,romance
3277,tt1071804,Ink  ,True,True,False,False
3278,tt1854506_0_9213,Aliens vs. Avatars  ,False,True,False,False
3279,tt0800080_0_4295,The Incredible Hulk  ,True,True,False,False
3280,tt0469263_0_48,The Astronaut Farmer  ,False,True,True,False
3281,tt1438173_0_9695,Bait  ,True,True,False,False
3282,tt1084702_0_2643,Killzone 2  ,True,True,False,False
3283,tt1288403,Universal Soldier: Regeneration  ,True,True,False,False
3284,tt0800080_0_4655,The Incredible Hulk  ,True,True,False,False
3285,tt1622021_0_6393,In the Game of the Father             ,False,True,False,False
3286,tt0934584_0_7266,Supercroc  ,True,True,False,False
3287,tt1319690_0_7209,Defying Gravity             ,False,True,True,False
3288,tt0813715_0_87,Heroes             ,False,True,True,False
3289,tt1494772_0_620,Justice League: Crisis on Two Earths  ,True,True,False,False
3290,tt0756683_0_2582,The Man from Earth  ,False,True,True,False
3291,tt0452608_0_6108,Death Race  ,True,True,False,False
3292,tt0267804_0_9518,The One  ,True,True,False,False
3293,tt0407304_0_8959,War of the Worlds  ,False,True,False,False
3294,tt0238552_0_7287,Replicant  ,True,True,False,False
3295,tt1454468,Gravity  ,False,True,True,False
3296,tt0820111_0_8643,Meatball Machine  ,True,True,False,False
3297,tt1318514,Rise of the Planet of the Apes  ,True,True,True,False
3298,tt1160996_0_2569,The Colony  ,True,True,False,False
3299,tt0133152_0_7099,Planet of the Apes  ,True,True,False,False
3300,tt0407304_0_6981,War of the Worlds  ,False,True,False,False
3301,tt1340516_0_9372,They Took My Thumbs             ,False,True,False,False
3302,tt0756509_0_5774,Kyle XY             ,False,True,True,False
3303,tt1340516_0_9778,They Took My Thumbs             ,False,True,False,False
3304,tt0796366,Star Trek  ,True,True,False,False
3305,tt1951264,The Hunger Games: Catching Fire  ,False,True,False,False
3306,tt1349646_0_2982,Defcon 2012  ,False,True,False,False
3307,tt1583421_0_4252,G.I. Joe: Retaliation  ,True,True,False,False
3308,tt1392170_0_9187,The Hunger Games  ,False,True,False,False
3309,tt1122770,The Middleman             ,False,True,True,False
3310,tt1319690_0_5796,Defying Gravity             ,False,True,True,False
3311,tt0427392_0_2881,The Invasion  ,False,True,False,False
3312,tt1951265_0_8786,The Hunger Games: Mockingjay - Part 1  ,False,True,False,False
3313,tt1276104_0_7923,Looper  ,True,True,False,False
3314,tt1464580_0_1275,Stake Land  ,False,True,True,False
3315,tt1441395_0_6738,Under the Skin  ,False,True,True,False
3316,tt0286716_0_2274,Hulk  ,True,True,False,False
3317,tt0804529_0_5072,Sleep Dealer  ,False,True,True,False
3318,tt1133985_0_6289,Green Lantern  ,True,True,False,False
3319,tt2403029_0_3555,The Starving Games  ,False,True,False,False
3320,tt1440129,Battleship  ,True,True,False,False
3321,tt1323946_0_2277,Pulse 3  ,False,True,False,False
3322,tt1343727_0_914,Dredd  ,True,True,False,False
3323,tt0234215_0_2862,The Matrix Reloaded  ,True,True,False,False
3324,tt1483797,Redline  ,True,True,False,False
3325,tt0268695,The Time Machine  ,True,True,False,False
3326,tt1408101_0_3467,Star Trek: Into Darkness  ,True,True,False,False
3327,tt0986263_0_6589,Surrogates  ,True,True,False,False
3328,tt1976563_0_4094,Impossible Dreams  ,False,True,False,True
3329,tt0338013_0_5190,Eternal Sunshine of the Spotless Mind  ,False,True,True,True
3330,tt0260136_0_7606,Kuen sun  ,True,True,False,False
3331,tt1220198_0_6352,The Fourth Kind  ,False,True,False,False
3332,tt1441395,Under the Skin  ,False,True,True,False
3333,tt1093357_0_195,The Darkest Hour  ,True,True,False,False
3334,tt0986263_0_7645,Surrogates  ,True,True,False,False
3335,tt0318627_0_43,Resident Evil: Apocalypse  ,True,True,False,False
3336,tt0462465_0_9632,Outlander  ,True,True,False,False
3337,tt1494772_0_9911,Justice League: Crisis on Two Earths  ,True,True,False,False
3338,tt0180052_0_6941,The Adventures of Pluto Nash  ,True,True,False,False
3339,tt1298554_0_5291,Eva  ,False,True,True,False
3340,tt0853528,Purple Haze             ,False,True,True,False
3341,tt0401855_0_5418,Underworld: Evolution  ,True,True,False,False
3342,tt0986263,Surrogates  ,True,True,False,False
3343,tt0934584_0_7295,Supercroc  ,True,True,False,False
3344,tt1642359,Overclockwise             ,False,True,False,False
3345,tt1637688_0_6955,In Time  ,True,True,False,False
3346,tt1338724_0_6681,Battlestar Galactica: The Face of the Enemy             ,False,True,True,False
3347,tt1541874,Love  ,False,True,True,False
3348,tt1300159_0_8784,Growth  ,False,True,False,False
3349,tt1343727,Dredd  ,True,True,False,False
3350,tt0804529_0_9942,Sleep Dealer  ,False,True,True,False
3351,tt1483797_0_4181,Redline  ,True,True,False,False
3352,tt0796264_0_1653,Eureka             ,False,True,True,False
3353,tt1424381,Predators  ,True,True,False,False
3354,tt2051879_0_845,Europa Report  ,False,True,False,False
3355,tt3226890_0_1944,The Thing from Another World: Climate of Fear #1-2             ,False,True,False,False
3356,tt1298649_0_3229,The Watch  ,False,True,False,False
3357,tt1392170_0_7016,The Hunger Games  ,False,True,False,False
3358,tt1874909_0_3657,Air Raiders #1             ,False,True,False,False
3359,tt1107397_0_4594,Lockjaw: Rise of the Kulev Serpent  ,False,True,False,False
3360,tt1135300_0_241,Dollhouse             ,False,True,True,False
3361,tt0800080_0_117,The Incredible Hulk  ,True,True,False,False
3362,tt0918554_0_8174,Plaguers  ,False,True,False,False
3363,tt0181689_0_2168,Minority Report  ,True,True,False,False
3364,tt1104001_0_7189,Tron  ,True,True,False,False
3365,tt1454468_0_8925,Gravity  ,False,True,True,False
3366,tt0289043_0_2169,28 Days Later...  ,False,True,False,False
3367,tt1154572_0_6893,Slaughterhouse on the Prairie             ,False,True,False,False
3368,tt3226890_0_2726,The Thing from Another World: Climate of Fear #1-2             ,False,True,False,False
3369,tt0399201_0_5803,The Island  ,True,True,False,False
3370,tt1706601_0_9593,Fallout: New Vegas  ,True,True,False,False
3371,tt1154572_0_6145,Slaughterhouse on the Prairie             ,False,True,False,False
3372,tt1038072_0_1626,Pulse 2: Afterlife  ,False,True,True,False
3373,tt1313130_0_680,Kurôn wa kokyô wo mezasu  ,False,True,True,False
3374,tt2403029_0_5720,The Starving Games  ,False,True,False,False
3375,tt0800080_0_6319,The Incredible Hulk  ,True,True,False,False
3376,tt1976563_0_100,Impossible Dreams  ,False,True,False,True
3377,tt0780607_0_8892,The Signal  ,False,True,False,False
3378,tt0796264_0_9529,Eureka             ,False,True,True,False
3379,tt1470827_0_9863,Monsters  ,False,True,True,False
3380,tt1392170_0_5909,The Hunger Games  ,False,True,False,False
3381,tt0813715,Heroes             ,False,True,True,False
3382,tt0181689_0_6090,Minority Report  ,True,True,False,False
3383,tt0286716_0_6231,Hulk  ,True,True,False,False
3384,tt0285531_0_8285,Dreamcatcher  ,False,True,True,False
3385,tt1092026_0_3086,Paul  ,False,True,False,False
3386,tt1525366_0_479,Grabbers  ,False,True,False,False
3387,tt1022478,Episode #5.10             ,False,True,True,True
3388,tt1439572_0_589,Perfect Sense  ,False,True,True,True
3389,tt1000593_0_5400,Episode #3.44             ,False,True,True,True
3390,tt1535616_0_8144,The Divide  ,False,True,True,False
3391,tt1185837_0_1850,The Cell 2  ,False,True,False,False
3392,tt1046173_0_2919,G.I. Joe: The Rise of Cobra  ,True,True,False,False
3393,tt1683871_0_6412,Doctor Who: The Adventure Games - Blood of the Cybermen  ,False,True,False,False
3394,tt0181689_0_5684,Minority Report  ,True,True,False,False
3395,tt0253754_0_5518,Star Trek: Nemesis  ,True,True,False,False
3396,tt0765592,Observer Effect             ,True,True,False,False
3397,tt0414993_0_7011,The Fountain  ,False,True,True,True
3398,tt1400654_0_6235,The Road Not Taken             ,False,True,True,False
3399,tt1053424_0_7897,Repo Men  ,True,True,False,False
3400,tt1270291_0_6675,Hunter Prey  ,False,True,False,False
3401,tt1874909_0_7319,Air Raiders #1             ,False,True,False,False
3402,tt2387433_0_6026,Dark Skies  ,False,True,False,False
3403,tt0255798_0_9661,The Animal  ,False,True,False,False
3404,tt1699231,Quarantine 2: Terminal  ,False,True,False,False
3405,tt1037854_0_3156,StarCraft II: Wings of Liberty  ,True,True,False,False
3406,tt1298554_0_3112,Eva  ,False,True,True,False
3407,tt1462757_0_9509,The Ghostmaker  ,False,True,False,False
3408,tt0408347_0_4256,The Truth             ,False,True,True,False
3409,tt1464580_0_7952,Stake Land  ,False,True,True,False
3410,tt0362478_0_6985,The Box  ,False,True,True,False
3411,tt0376994_0_2984,X-Men: The Last Stand  ,True,True,False,False
3412,tt0996272_0_627,Spaceballs of the Caribbean             ,False,True,False,False
3413,tt0296572,The Chronicles of Riddick  ,True,True,False,False
3414,tt2011118_0_9865,Marvel One-Shot: The Consultant  ,False,True,False,False
3415,tt0284978_0_8716,Cypher  ,False,True,False,False
3416,tt2423018_0_9947,Starstream #1             ,False,True,False,False
3417,tt3252298_0_974,The Well             ,True,True,True,False
3418,tt1462757_0_464,The Ghostmaker  ,False,True,False,False
3419,tt1228705_0_1609,Iron Man 2  ,True,True,False,False
3420,tt0339579_0_2364,Ritânâ  ,True,True,False,False
3421,tt0414993_0_2087,The Fountain  ,False,True,True,True
3422,tt1343727_0_9759,Dredd  ,True,True,False,False
3423,tt0996979_0_7192,Alien Raiders  ,False,True,False,False
3424,tt1583421_0_2268,G.I. Joe: Retaliation  ,True,True,False,False
3425,tt0865409_0_7698,Frisky Dingo             ,False,True,False,False
3426,tt1087842_0_1372,Eden Log  ,False,True,False,False
3427,tt1441135_0_7718,Flashforward             ,False,True,True,False
3428,tt0961722_0_2481,Cabin Fever 2: Spring Fever  ,False,True,False,False
3429,tt1527186_0_8472,Melancholia  ,False,True,True,False
3430,tt0246578_0_747,Donnie Darko  ,False,True,True,False
3431,tt0133152_0_2581,Planet of the Apes  ,True,True,False,False
3432,tt2423036_0_3487,The Incredible Hulk #1             ,False,True,False,False
3433,tt1276104_0_5815,Looper  ,True,True,False,False
3434,tt0181689_0_6139,Minority Report  ,True,True,False,False
3435,tt0993841_0_7230,Dead Air  ,False,True,False,False
3436,tt0319262_0_8707,The Day After Tomorrow  ,True,True,False,False
3437,tt0181852_0_3827,Terminator 3: Rise of the Machines  ,True,True,False,False
3438,tt1034314_0_4895,Iron Sky  ,True,True,False,False
3439,tt1535108,Elysium  ,True,True,True,False
3440,tt1478964_0_180,Attack the Block  ,True,True,False,False
3441,tt0434409_0_1320,V for Vendetta  ,True,True,False,False
3442,tt0366627,The Jacket  ,False,True,True,False
3443,tt1234541_0_3566,The Butterfly Effect 3: Revelations  ,False,True,True,False
3444,tt2234222_0_1783,Orphan Black             ,True,True,True,False
3445,tt0405296_0_2649,A Scanner Darkly  ,False,True,True,False
3446,tt1438173_0_858,Bait  ,True,True,False,False
3447,tt1478964_0_2487,Attack the Block  ,True,True,False,False
3448,tt1424381_0_6840,Predators  ,True,True,False,False
3449,tt0362478,The Box  ,False,True,True,False
3450,tt1464540_0_5188,I Am Number Four  ,True,True,False,False
3451,tt0446719_0_9009,Isolation  ,False,True,False,False
3452,tt0180052_0_6619,The Adventures of Pluto Nash  ,True,True,False,False
3453,tt1650062,Super 8  ,False,True,False,False
3454,tt1523483_0_5656,Kaboom  ,False,True,False,False
3455,tt0368575_0_4184,The Second Renaissance Part II  ,False,True,False,False
3456,tt1527186_0_8151,Melancholia  ,False,True,True,False
3457,tt1424381_0_6701,Predators  ,True,True,False,False
3458,tt0432021_0_7641,Resident Evil: Extinction  ,True,True,False,False
3459,tt0296572_0_3605,The Chronicles of Riddick  ,True,True,False,False
3460,tt0286106_0_1108,Signs  ,False,True,True,False
3461,tt1133985_0_9846,Green Lantern  ,True,True,False,False
3462,tt0272152_0_3766,K-PAX  ,False,True,True,False
3463,tt0399201,The Island  ,True,True,False,False
3464,tt1000593_0_1280,Episode #3.44             ,False,True,True,True
3465,tt0268695_0_740,The Time Machine  ,True,True,False,False
3466,tt1583421_0_4280,G.I. Joe: Retaliation  ,True,True,False,False
3467,tt0285492_0_8667,Cube 2: Hypercube  ,False,True,False,False
3468,tt2387433_0_1501,Dark Skies  ,False,True,False,False
3469,tt0399201_0_7622,The Island  ,True,True,False,False
3470,tt0796264_0_3777,Eureka             ,False,True,True,False
3471,tt0993841_0_1662,Dead Air  ,False,True,False,False
3472,tt1874909,Air Raiders #1             ,False,True,False,False
3473,tt0468492_0_6463,Gwoemul  ,True,True,False,False
3474,tt0970472_0_4922,Bekushiru: 2077 Nihon sakoku  ,True,True,False,False
3475,tt0300556_0_543,Timeline  ,True,True,False,False
3476,tt0796264_0_7019,Eureka             ,False,True,True,False
3477,tt1638317_0_886,Gears of War 3  ,True,True,False,False
3478,tt0284978_0_495,Cypher  ,False,True,False,False
3479,tt0796264_0_1047,Eureka             ,False,True,True,False
3480,tt0290334_0_6210,X2  ,True,True,False,False
3481,tt0244365_0_723,Enterprise             ,True,True,False,False
3482,tt1821999_0_1076,Kramer Vs. Showgirls             ,False,True,False,False
3483,tt0362478_0_7959,The Box  ,False,True,True,False
3484,tt0427392,The Invasion  ,False,True,False,False
3485,tt1637688_0_3695,In Time  ,True,True,False,False
3486,tt0290095_0_1670,The Tuxedo  ,True,True,False,False
3487,tt0399201_0_4144,The Island  ,True,True,False,False
3488,tt0296572_0_3222,The Chronicles of Riddick  ,True,True,False,False
3489,tt0319262_0_9970,The Day After Tomorrow  ,True,True,False,False
3490,tt0267804_0_709,The One  ,True,True,False,False
3491,tt0756509_0_7675,Kyle XY             ,False,True,True,False
3492,tt1394938_0_1252,Time             ,False,True,True,False
3493,tt1637688_0_4159,In Time  ,True,True,False,False
3494,tt0865409_0_208,Frisky Dingo             ,False,True,False,False
3495,tt0401233_0_4490,Appurushîdo  ,True,True,False,False
3496,tt1298554_0_3426,Eva  ,False,True,True,False
3497,tt1564585_0_2753,Skyline  ,True,True,False,False
3498,tt3226890_0_7590,The Thing from Another World: Climate of Fear #1-2             ,False,True,False,False
3499,tt0756683_0_8441,The Man from Earth  ,False,True,True,False
3500,tt1506448_0_607,Peiru Kokun  ,False,True,False,False
3501,tt1854506_0_8834,Aliens vs. Avatars  ,False,True,False,False
3502,tt1054848,Chapter Five 'Fight or Flight'             ,False,True,True,False
3503,tt1622021_0_7386,In the Game of the Father             ,False,True,False,False
3504,tt0120804_0_3165,Resident Evil  ,True,True,False,False
3505,tt0996272_0_3550,Spaceballs of the Caribbean             ,False,True,False,False
3506,tt1323946_0_8756,Pulse 3  ,False,True,False,False
3507,tt0303461_0_4767,Firefly             ,False,True,True,False
3508,tt2423018_0_9681,Starstream #1             ,False,True,False,False
3509,tt0244365_0_2298,Enterprise             ,True,True,False,False
3510,tt1699231_0_2296,Quarantine 2: Terminal  ,False,True,False,False
3511,tt1618372_0_8949,Camel Spiders  ,False,True,False,False
3512,tt1231587_0_6656,Hot Tub Time Machine  ,False,True,False,False
3513,tt1427298_0_2957,The Human Race  ,True,True,False,False
3514,tt1093357_0_2029,The Darkest Hour  ,True,True,False,False
3515,tt1470827,Monsters  ,False,True,True,False
3516,tt1954347_0_4277,Continuum             ,False,True,False,False
3517,tt1132290_0_9061,Warehouse 13             ,False,True,True,False
3518,tt0379786_0_7698,Serenity  ,True,True,False,False
3519,tt0806203_0_6979,Carriers  ,False,True,True,False
3520,tt0462465_0_6762,Outlander  ,True,True,False,False
3521,tt0120804_0_4202,Resident Evil  ,True,True,False,False
3522,tt1976563_0_8243,Impossible Dreams  ,False,True,False,True
3523,tt1659181_0_7687,13.1             ,False,True,True,False
3524,tt0285531_0_1281,Dreamcatcher  ,False,True,True,False
3525,tt1114708_0_1290,Aaron Stone             ,False,True,False,False
3526,tt1441395_0_2692,Under the Skin  ,False,True,True,False
3527,tt1060277_0_6828,Cloverfield  ,True,True,False,False
3528,tt0381940_0_9290,Cargo  ,False,True,False,False
3529,tt0284978_0_4376,Cypher  ,False,True,False,False
3530,tt0319262,The Day After Tomorrow  ,True,True,False,False
3531,tt0338337_0_955,Paycheck  ,True,True,False,False
3532,tt1087842_0_3029,Eden Log  ,False,True,False,False
3533,tt1104001,Tron  ,True,True,False,False
3534,tt1132290_0_1699,Warehouse 13             ,False,True,True,False
3535,tt0381940,Cargo  ,False,True,False,False
3536,tt1119644_0_2432,Fringe             ,False,True,True,False
3537,tt1104001_0_9843,Tron  ,True,True,False,False
3538,tt1234541_0_2880,The Butterfly Effect 3: Revelations  ,False,True,True,False
3539,tt0945513_0_1175,Source Code  ,False,True,False,False
3540,tt0463854_0_860,28 Weeks Later  ,False,True,False,False
3541,tt1135300_0_596,Dollhouse             ,False,True,True,False
3542,tt1683871,Doctor Who: The Adventure Games - Blood of the Cybermen  ,False,True,False,False
3543,tt1427298_0_5222,The Human Race  ,True,True,False,False
3544,tt1046173_0_7131,G.I. Joe: The Rise of Cobra  ,True,True,False,False
3545,tt1454468_0_7030,Gravity  ,False,True,True,False
3546,tt1234721,RoboCop  ,True,True,False,False
3547,tt1394938_0_8518,Time             ,False,True,True,False
3548,tt0356618_0_4753,The Forgotten  ,False,True,True,False
3549,tt1136608_0_8335,District 9  ,True,True,False,False
3550,tt1772240,Apollo 18  ,False,True,False,False
3551,tt1400654_0_4547,The Road Not Taken             ,False,True,True,False
3552,tt0238552,Replicant  ,True,True,False,False
3553,tt2184339,The Purge  ,False,True,False,False
3554,tt1598778_0_7737,Contagion  ,False,True,True,False
3555,tt2234222,Orphan Black             ,True,True,True,False
3556,tt1160996_0_2392,The Colony  ,True,True,False,False
3557,tt0303461_0_4573,Firefly             ,False,True,True,False
3558,tt1234541,The Butterfly Effect 3: Revelations  ,False,True,True,False
3559,tt0255798_0_608,The Animal  ,False,True,False,False
3560,tt0905372_0_6284,The Thing  ,False,True,False,False
3561,tt0345061_0_8400,Code 46  ,False,True,True,True
3562,tt1643222_0_9301,Hell  ,False,True,False,False
3563,tt1313130,Kurôn wa kokyô wo mezasu  ,False,True,True,False
3564,tt2423018_0_3932,Starstream #1             ,False,True,False,False
3565,tt0768212_0_7122,The Last Mimzy  ,False,True,False,False
3566,tt1630890,The Silence of the Clamps             ,False,True,False,False
3567,tt0463854,28 Weeks Later  ,False,True,False,False
3568,tt0945513,Source Code  ,False,True,False,False
3569,tt1489946_0_7948,The Blackout  ,False,True,False,False
3570,tt2423036_0_4365,The Incredible Hulk #1             ,False,True,False,False
3571,tt0432021,Resident Evil: Extinction  ,True,True,False,False
3572,tt1154572_0_7543,Slaughterhouse on the Prairie             ,False,True,False,False
3573,tt1440129_0_8921,Battleship  ,True,True,False,False
3574,tt0780607_0_3640,The Signal  ,False,True,False,False
3575,tt0996272_0_8139,Spaceballs of the Caribbean             ,False,True,False,False
3576,tt0469263_0_8776,The Astronaut Farmer  ,False,True,True,False
3577,tt1663662_0_4616,Pacific Rim  ,True,True,False,False
3578,tt1598778_0_3627,Contagion  ,False,True,True,False
3579,tt0133152_0_1727,Planet of the Apes  ,True,True,False,False
3580,tt1046173_0_7313,G.I. Joe: The Rise of Cobra  ,True,True,False,False
3581,tt1873683,Ultimates 3 # 3 and 4             ,False,True,False,False
3582,tt0255798_0_4002,The Animal  ,False,True,False,False
3583,tt1642359_0_4143,Overclockwise             ,False,True,False,False
3584,tt1319690_0_1073,Defying Gravity             ,False,True,True,False
3585,tt0408347_0_1351,The Truth             ,False,True,True,False
3586,tt0368008,The Manchurian Candidate  ,False,True,True,False
3587,tt1017460_0_2989,Splice  ,False,True,False,False
3588,tt0800022_0_2762,Electroma  ,False,True,True,False
3589,tt1757746_0_8893,Extracted  ,False,True,True,False
3590,tt1618372_0_5699,Camel Spiders  ,False,True,False,False
3591,tt1441395_0_3938,Under the Skin  ,False,True,True,False
3592,tt1798709_0_9056,Her  ,False,True,True,True
3593,tt1054848_0_1225,Chapter Five 'Fight or Flight'             ,False,True,True,False
3594,tt1821999_0_5768,Kramer Vs. Showgirls             ,False,True,False,False
3595,tt0949731_0_2629,The Happening  ,False,True,False,False
3596,tt1638317_0_5486,Gears of War 3  ,True,True,False,False
3597,tt1638317_0_4695,Gears of War 3  ,True,True,False,False
3598,tt1540005_0_2306,CLONED: The Recreator Chronicles  ,False,True,True,False
3599,tt2423036,The Incredible Hulk #1             ,False,True,False,False
3600,tt1630890_0_6546,The Silence of the Clamps             ,False,True,False,False
3601,tt1683871_0_3444,Doctor Who: The Adventure Games - Blood of the Cybermen  ,False,True,False,False
3602,tt1663662_0_7659,Pacific Rim  ,True,True,False,False
3603,tt1494772_0_7202,Justice League: Crisis on Two Earths  ,True,True,False,False
3604,tt0296572_0_2324,The Chronicles of Riddick  ,True,True,False,False
3605,tt0468492_0_6141,Gwoemul  ,True,True,False,False
3606,tt1643222_0_7094,Hell  ,False,True,False,False
3607,tt2234222_0_6020,Orphan Black             ,True,True,True,False
3608,tt2270382_0_4965,To Boldly Flee  ,False,True,False,False
3609,tt0884328_0_6497,The Mist  ,False,True,False,False
3610,tt0285492_0_5993,Cube 2: Hypercube  ,False,True,False,False
3611,tt1854506_0_9904,Aliens vs. Avatars  ,False,True,False,False
3612,tt0242653_0_8474,The Matrix Revolutions  ,True,True,False,False
3613,tt0405336_0_873,Southland Tales  ,False,True,True,False
3614,tt1319708_0_9307,Deus Ex: Human Revolution  ,True,True,False,False
3615,tt1757746,Extracted  ,False,True,True,False
3616,tt0884328,The Mist  ,False,True,False,False
3617,tt0462465_0_7769,Outlander  ,True,True,False,False
3618,tt0286106_0_3243,Signs  ,False,True,True,False
3619,tt1635947,Subject 13             ,False,True,True,False
3620,tt1350498_0_7528,Mega Shark vs. Giant Octopus  ,False,True,False,False
3621,tt0120912_0_4927,Men in Black II  ,True,True,False,False
3622,tt1659181,13.1             ,False,True,True,False
3623,tt0480249_0_3923,I Am Legend  ,False,True,True,False
3624,tt1821999_0_438,Kramer Vs. Showgirls             ,False,True,False,False
3625,tt1270291_0_226,Hunter Prey  ,False,True,False,False
3626,tt1313130_0_9987,Kurôn wa kokyô wo mezasu  ,False,True,True,False
3627,tt1400654_0_6051,The Road Not Taken             ,False,True,True,False
3628,tt0463854_0_5039,28 Weeks Later  ,False,True,False,False
3629,tt0381940_0_208,Cargo  ,False,True,False,False
3630,tt0884328_0_2007,The Mist  ,False,True,False,False
3631,tt0318627_0_4275,Resident Evil: Apocalypse  ,True,True,False,False
3632,tt0970472_0_8297,Bekushiru: 2077 Nihon sakoku  ,True,True,False,False
3633,tt1441135_0_5171,Flashforward             ,False,True,True,False
3634,tt1798709_0_8121,Her  ,False,True,True,True
3635,tt0234215,The Matrix Reloaded  ,True,True,False,False
3636,tt0806203_0_9060,Carriers  ,False,True,True,False
3637,tt0286716,Hulk  ,True,True,False,False
3638,tt0133152_0_461,Planet of the Apes  ,True,True,False,False
3639,tt1087842_0_3423,Eden Log  ,False,True,False,False
3640,tt1523267,Arctic Blast  ,False,True,False,False
3641,tt1618372_0_2950,Camel Spiders  ,False,True,False,False
3642,tt0289043_0_6593,28 Days Later...  ,False,True,False,False
3643,tt1231587,Hot Tub Time Machine  ,False,True,False,False
3644,tt1706620_0_4678,Snowpiercer  ,True,True,True,False
3645,tt1038072_0_413,Pulse 2: Afterlife  ,False,True,True,False
3646,tt0434693_0_6370,Keroro gunsô             ,False,True,False,False
3647,tt0120804_0_9641,Resident Evil  ,True,True,False,False
3648,tt0851578,Papurika  ,False,True,False,False
3649,tt1114708_0_9857,Aaron Stone             ,False,True,False,False
3650,tt0242653_0_99,The Matrix Revolutions  ,True,True,False,False
3651,tt0246578_0_5589,Donnie Darko  ,False,True,True,False
3652,tt0401233_0_7305,Appurushîdo  ,True,True,False,False
3653,tt1054848_0_1509,Chapter Five 'Fight or Flight'             ,False,True,True,False
3654,tt2270382_0_3575,To Boldly Flee  ,False,True,False,False
3655,tt1541874_0_2364,Love  ,False,True,True,False
3656,tt1411250_0_9495,Riddick  ,True,True,False,False
3657,tt1319708_0_9812,Deus Ex: Human Revolution  ,True,True,False,False
3658,tt0401233_0_4567,Appurushîdo  ,True,True,False,False
3659,tt1650062_0_1962,Super 8  ,False,True,False,False
3660,tt0368575_0_9797,The Second Renaissance Part II  ,False,True,False,False
3661,tt1951265_0_5349,The Hunger Games: Mockingjay - Part 1  ,False,True,False,False
3662,tt1439572,Perfect Sense  ,False,True,True,True
3663,tt1527186_0_8866,Melancholia  ,False,True,True,False
3664,tt1183732_0_8312,Tôkyô zankoku keisatsu  ,True,True,False,False
3665,tt3226890_0_4577,The Thing from Another World: Climate of Fear #1-2             ,False,True,False,False
3666,tt0272152_0_848,K-PAX  ,False,True,True,False
3667,tt1338724_0_5355,Battlestar Galactica: The Face of the Enemy             ,False,True,True,False
3668,tt0401855_0_4267,Underworld: Evolution  ,True,True,False,False
3669,tt0765592_0_54,Observer Effect             ,True,True,False,False
3670,tt1635947_0_7216,Subject 13             ,False,True,True,False
3671,tt2270382_0_7617,To Boldly Flee  ,False,True,False,False
3672,tt0434409_0_1028,V for Vendetta  ,True,True,False,False
3673,tt0414993,The Fountain  ,False,True,True,True
3674,tt0457275_0_1033,Altered  ,False,True,False,False
3675,tt0318627_0_3514,Resident Evil: Apocalypse  ,True,True,False,False
3676,tt1489946_0_2469,The Blackout  ,False,True,False,False
3677,tt2387433_0_5652,Dark Skies  ,False,True,False,False
3678,tt1643222_0_131,Hell  ,False,True,False,False
3679,tt1635947_0_9172,Subject 13             ,False,True,True,False
3680,tt0160399_0_8493,Impostor  ,True,True,False,False
3681,tt0756683_0_9526,The Man from Earth  ,False,True,True,False
3682,tt1592525_0_7045,Lockout  ,True,True,False,False
3683,tt1318514_0_9854,Rise of the Planet of the Apes  ,True,True,True,False
3684,tt2184339_0_5847,The Purge  ,False,True,False,False
3685,tt2011118_0_8151,Marvel One-Shot: The Consultant  ,False,True,False,False
3686,tt0285492_0_2858,Cube 2: Hypercube  ,False,True,False,False
3687,tt0289879_0_7741,The Butterfly Effect  ,False,True,False,False
3688,tt0345061_0_1863,Code 46  ,False,True,True,True
3689,tt1022478_0_6246,Episode #5.10             ,False,True,True,True
3690,tt0260136,Kuen sun  ,True,True,False,False
3691,tt1071804_0_1650,Ink  ,True,True,False,False
3692,tt2051879_0_8839,Europa Report  ,False,True,False,False
3693,tt0368008_0_3895,The Manchurian Candidate  ,False,True,True,False
3694,tt1441395_0_707,Under the Skin  ,False,True,True,False
3695,tt0840800,Battlestar Galactica: The Resistance             ,False,True,True,False
3696,tt2051879_0_6980,Europa Report  ,False,True,False,False
3697,tt2395385_0_462,+1  ,False,True,False,False
3698,tt0780607_0_4489,The Signal  ,False,True,False,False
3699,tt1182345_0_8564,Moon  ,False,True,True,False
3700,tt1441135_0_6028,Flashforward             ,False,True,True,False
3701,tt1462757_0_6414,The Ghostmaker  ,False,True,False,False
3702,tt1706620_0_4758,Snowpiercer  ,True,True,True,False
3703,tt1093357_0_4281,The Darkest Hour  ,True,True,False,False
3704,tt1506448,Peiru Kokun  ,False,True,False,False
3705,tt1440129_0_4836,Battleship  ,True,True,False,False
3706,tt1132290_0_276,Warehouse 13             ,False,True,True,False
3707,tt1053424_0_2848,Repo Men  ,True,True,False,False
3708,tt1541874_0_2977,Love  ,False,True,True,False
3709,tt0804443_0_2242,Asylum  ,False,True,False,False
3710,tt0918554,Plaguers  ,False,True,False,False
3711,tt1092026,Paul  ,False,True,False,False
3712,tt1874909_0_9716,Air Raiders #1             ,False,True,False,False
3713,tt0268695_0_400,The Time Machine  ,True,True,False,False
3714,tt0242653_0_4303,The Matrix Revolutions  ,True,True,False,False
3715,tt1489257_0_5562,This Ain't Star Trek XXX  ,False,True,False,False
3716,tt0458339_0_465,Captain America: The First Avenger  ,True,True,False,False
3717,tt1659181_0_6915,13.1             ,False,True,True,False
3718,tt0371920_0_1382,Rottweiler  ,True,True,False,False
